# Created by create_gmm.py, IMP.isd version 2.13.0
# data_fn: ././emd_3850_tfiik_seg.map.mrc
# ncenters: 50
# covar_type: 'full'
# apix: 1.37
# num_samples: 1000000
# num_iter: 200
# threshold: 0.05
# force_radii: -1.0
# force_weight: -1.0
# force_weight_frac: False
# use_dirichlet: False
# multiply_by_mass: False
# chain: None
#|num|weight|mean|covariance matrix|
|0|0.019627396020799912|181.31925586698392 269.44840232320024 365.60039594745865|21.326312681775264 3.5797549381770706 0.9509645096836519 3.5797549381770706 15.790639577631195 -1.248624018831232 0.9509645096836519 -1.2486240188312328 18.569327550202996|
|1|0.021035555075291004|172.07602296231514 281.5640157938363 374.93576510167304|24.230915031575236 0.4107706162640712 -3.0561150742270593 0.4107706162640703 17.497762798358192 -3.516665883761628 -3.05611507422706 -3.5166658837616285 15.991995774996916|
|2|0.019746283342013227|200.16984480917972 304.8172134091359 366.92171712638515|18.949627087930125 -4.1163323463545645 0.2810934794366604 -4.116332346354565 10.883428577056272 -2.507923990580492 0.2810934794366604 -2.507923990580492 17.113818362636525|
|3|0.019554745921476803|168.03174505746142 281.2443201562295 343.5860135223411|22.106640128786285 -2.0104027987701407 -4.839954024168606 -2.01040279877014 18.69863106222535 0.8660765318718955 -4.839954024168606 0.8660765318718955 13.341969994153848|
|4|0.019010504950532418|174.9071500967975 256.9121629338271 391.0419385075677|11.402070103976428 1.1081944899756366 2.462170071662312 1.1081944899756366 14.3326034445948 2.5283363282125464 2.462170071662311 2.5283363282125455 19.690759854031633|
|5|0.022857480226091017|167.29592950047186 300.3808844468006 360.889178629465|16.44744182771065 0.05951020448767941 0.47728500917160455 0.059510204487679075 15.381034849837665 2.4631533482407413 0.4772850091716043 2.46315334824074 19.77075760557289|
|6|0.01725818376252644|182.96048278026512 286.32315023257496 346.1415579509344|19.772187051563016 5.457088107348726 0.07773957619244065 5.457088107348726 15.948889255227403 2.9880475206994124 0.07773957619244065 2.988047520699412 17.95377844898468|
|7|0.017030325322932235|190.66365965350207 281.6352989672045 349.0251427394748|15.156407985082295 5.047903376744762 3.1800061718717934 5.047903376744762 20.544762456848012 2.7493999605855874 3.1800061718717934 2.749399960585586 17.298585935036442|
|8|0.019962466156727383|159.66842526744824 268.9400153034987 362.45512427716113|12.757452596323322 -3.7177608469606844 -2.0766002405730872 -3.7177608469606844 19.393243730575946 -0.8107946397702678 -2.0766002405730863 -0.8107946397702679 22.418143016344853|
|9|0.02205251092776955|151.6064913536434 292.2189073857721 368.030597991446|10.47439318247844 1.6171305104094216 2.5095116825618726 1.6171305104094222 20.916555644489783 1.840007537771207 2.509511682561873 1.8400075377712057 18.08826061919823|
|10|0.02144738956107266|159.3384304648907 274.1288970652396 376.17002555269386|15.792200801389795 -1.62393849420013 0.3931455930260457 -1.62393849420013 14.186804878956902 2.018411656914469 0.3931455930260457 2.018411656914469 18.91732867435423|
|11|0.023734981852567227|182.605888672312 272.0644049101876 376.338481499532|17.41500792106597 -4.70983984630444 -0.235798385340936 -4.709839846304442 16.241872300934173 -3.4901250990564385 -0.23579838534093622 -3.4901250990564385 23.29647716801491|
|12|0.019403464141639525|197.5851427195266 299.3738990205712 358.33282436116986|16.70512163235693 -1.4916967741738834 -2.686239581394021 -1.4916967741738851 20.650804411233786 4.776011032297252 -2.686239581394021 4.776011032297252 15.911360492123082|
|13|0.0169491484892442|189.14784805466772 300.4464620777841 368.0045362207051|19.076843523351382 2.148906412759014 0.6295979676083183 2.148906412759014 13.006426967966743 4.466396918369632 0.6295979676083192 4.4663969183696315 17.9888540758987|
|14|0.014670576779033427|197.7036580196267 272.60452308860494 353.21794776537956|18.143726858322353 0.9477382384190904 -3.343715240829383 0.9477382384190909 13.08438547512385 0.12450959476821755 -3.3437152408293835 0.12450959476821755 13.339695409067174|
